epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.22574,3.99655,3.88698,4.41212,0,0,0,0,5.04359,3.99348,4.15945,0.0002,0.0002,0.0002
